Year,Ring,ID_YearBird,FID,FID_nb,Island_ID,Island_type,Breed_exp,Body_condition,ClutchSize,Eagle_index,Ad_pred_risk,Nest_pred_risk,Laying_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,17411,2013-17411,300,2,SKO,Forested,1,-0.020765612,3,5.8158,0.102040816,0.5,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,69621,2013-69621,100,1,SKO,Forested,3,0.12387662,4,5.8158,0.102040816,0.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44096,2013-44096,100,2,SKO,Forested,13,0.15393553,4,5.8158,0.102040816,0.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,69621,2013-69621,250,2,SKO,Forested,3,0.12387662,4,5.8158,0.102040816,0.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,64058,2013-64058,20,1,SKO,Forested,7,0.141737436,5,5.8158,0.102040816,0.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,69621,2013-69621,200,4,SKO,Forested,3,0.12387662,4,5.8158,0.102040816,0.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,65562,2013-65562,100,3,SKO,Forested,6,0.116504622,1,5.8158,0.102040816,0.5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,65562,2013-65562,100,1,SKO,Forested,6,0.116504622,1,5.8158,0.102040816,0.5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44096,2013-44096,350,1,SKO,Forested,13,0.15393553,4,5.8158,0.102040816,0.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,68201,2013-68201,50,3,SKO,Forested,4,0.120707929,4,5.8158,0.102040816,0.5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,65562,2013-65562,300,2,SKO,Forested,6,0.116504622,1,5.8158,0.102040816,0.5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,64058,2013-64058,20,2,SKO,Forested,7,0.141737436,5,5.8158,0.102040816,0.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,68201,2013-68201,150,1,SKO,Forested,4,0.120707929,4,5.8158,0.102040816,0.5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,68201,2013-68201,50,2,SKO,Forested,4,0.120707929,4,5.8158,0.102040816,0.5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,71082,2013-71082,350,4,SWG,Open,1,-0.016485925,3,5.8158,0,0.25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,71082,2013-71082,200,6,SWG,Open,1,-0.016485925,3,5.8158,0,0.25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,71082,2013-71082,1100,2,SWG,Open,1,-0.016485925,3,5.8158,0,0.25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,71080,2013-71080,500,1,SWG,Open,1,-0.008463118,5,5.8158,0,0.25,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,71082,2013-71082,800,1,SWG,Open,1,-0.016485925,3,5.8158,0,0.25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,71082,2013-71082,130,5,SWG,Open,1,-0.016485925,3,5.8158,0,0.25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,71082,2013-71082,600,3,SWG,Open,1,-0.016485925,3,5.8158,0,0.25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,71080,2013-71080,500,2,SWG,Open,1,-0.008463118,5,5.8158,0,0.25,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71925,2014-71925,20,1,ALA,Open,1,0.006153383,4,6.8421,0.181818182,0.181818182,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71914,2014-71914,300,2,ALA,Open,1,-0.032019553,4,6.8421,0.181818182,0.181818182,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71925,2014-71925,50,2,ALA,Open,1,0.006153383,4,6.8421,0.181818182,0.181818182,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,69723,2014-69723,250,2,ALA,Open,4,-0.040645049,6,6.8421,0.181818182,0.181818182,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,17420,2014-17420,400,3,ALA,Open,2,0.033838421,5,6.8421,0.181818182,0.181818182,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,69723,2014-69723,100,1,ALA,Open,4,-0.040645049,6,6.8421,0.181818182,0.181818182,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71914,2014-71914,250,4,ALA,Open,1,-0.032019553,4,6.8421,0.181818182,0.181818182,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,17420,2014-17420,400,2,ALA,Open,2,0.033838421,5,6.8421,0.181818182,0.181818182,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,17420,2014-17420,300,1,ALA,Open,2,0.033838421,5,6.8421,0.181818182,0.181818182,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71914,2014-71914,375,3,ALA,Open,1,-0.032019553,4,6.8421,0.181818182,0.181818182,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71914,2014-71914,300,1,ALA,Open,1,-0.032019553,4,6.8421,0.181818182,0.181818182,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71998,2014-71998,400,2,EKW_WKV,Open,1,-0.045282001,5,6.8421,0,0.272727273,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,72000,2014-72000,300,2,EKW_WKV,Open,1,-0.126193053,4,6.8421,0,0.272727273,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71998,2014-71998,50,1,EKW_WKV,Open,1,-0.045282001,5,6.8421,0,0.272727273,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,72000,2014-72000,100,1,EKW_WKV,Open,1,-0.126193053,4,6.8421,0,0.272727273,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,72000,2014-72000,400,3,EKW_WKV,Open,1,-0.126193053,4,6.8421,0,0.272727273,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70968,2014-70968,150,2,FU,Forested,3,-0.001923842,4,6.8421,0.054054054,0.636363636,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71034,2014-71034,0,3,FU,Forested,2,-0.036335021,4,6.8421,0.054054054,0.636363636,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71034,2014-71034,10,2,FU,Forested,2,-0.036335021,4,6.8421,0.054054054,0.636363636,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70968,2014-70968,150,3,FU,Forested,3,-0.001923842,4,6.8421,0.054054054,0.636363636,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70968,2014-70968,20,1,FU,Forested,3,-0.001923842,4,6.8421,0.054054054,0.636363636,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71034,2014-71034,10,4,FU,Forested,2,-0.036335021,4,6.8421,0.054054054,0.636363636,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71933,2014-71933,600,2,FU,Forested,1,-0.00780568,5,6.8421,0.054054054,0.636363636,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71034,2014-71034,500,5,FU,Forested,2,-0.036335021,4,6.8421,0.054054054,0.636363636,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71034,2014-71034,70,1,FU,Forested,2,-0.036335021,4,6.8421,0.054054054,0.636363636,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70968,2014-70968,100,4,FU,Forested,3,-0.001923842,4,6.8421,0.054054054,0.636363636,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71933,2014-71933,350,1,FU,Forested,1,-0.00780568,5,6.8421,0.054054054,0.636363636,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71933,2014-71933,300,3,FU,Forested,1,-0.00780568,5,6.8421,0.054054054,0.636363636,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,68204,2014-68204,50,1,FW,Forested,5,0.094426322,5,6.8421,0,0.4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,68204,2014-68204,20,2,FW,Forested,5,0.094426322,5,6.8421,0,0.4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71077,2014-71077,300,2,G,Open,2,-0.062666798,5,6.8421,0,0.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71996,2014-71996,20,1,G,Open,1,0.054794192,6,6.8421,0,0.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71996,2014-71996,350,4,G,Open,1,0.054794192,6,6.8421,0,0.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71996,2014-71996,400,2,G,Open,1,0.054794192,6,6.8421,0,0.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71077,2014-71077,400,1,G,Open,2,-0.062666798,5,6.8421,0,0.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71945,2014-71945,30,2,KA,Forested,1,0.009333802,6,6.8421,0.068965517,0.535714286,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71943,2014-71943,200,4,KA,Forested,1,0.086314576,4,6.8421,0.068965517,0.535714286,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71931,2014-71931,350,2,KA,Forested,1,0.058749574,5,6.8421,0.068965517,0.535714286,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71916,2014-71916,350,3,KA,Forested,1,-0.026027713,3,6.8421,0.068965517,0.535714286,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71916,2014-71916,350,2,KA,Forested,1,-0.026027713,3,6.8421,0.068965517,0.535714286,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71945,2014-71945,10,1,KA,Forested,1,0.009333802,6,6.8421,0.068965517,0.535714286,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71917,2014-71917,350,2,KA,Forested,1,-0.043841019,6,6.8421,0.068965517,0.535714286,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71931,2014-71931,350,1,KA,Forested,1,0.058749574,5,6.8421,0.068965517,0.535714286,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71917,2014-71917,1200,3,KA,Forested,1,-0.043841019,6,6.8421,0.068965517,0.535714286,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71916,2014-71916,400,1,KA,Forested,1,-0.026027713,3,6.8421,0.068965517,0.535714286,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71943,2014-71943,250,3,KA,Forested,1,0.086314576,4,6.8421,0.068965517,0.535714286,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71943,2014-71943,750,1,KA,Forested,1,0.086314576,4,6.8421,0.068965517,0.535714286,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71943,2014-71943,400,2,KA,Forested,1,0.086314576,4,6.8421,0.068965517,0.535714286,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71917,2014-71917,1100,1,KA,Forested,1,-0.043841019,6,6.8421,0.068965517,0.535714286,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71039,2014-71039,200,1,MAJ,Open,2,-0.017320124,3,6.8421,0.333333333,0.777777778,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71039,2014-71039,100,2,MAJ,Open,2,-0.017320124,3,6.8421,0.333333333,0.777777778,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70930,2014-70930,100,1,MAJ,Open,3,-0.095841276,5,6.8421,0.333333333,0.777777778,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70930,2014-70930,100,2,MAJ,Open,3,-0.095841276,5,6.8421,0.333333333,0.777777778,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,65558,2014-65558,400,1,NEG,Open,7,0.030355358,6,6.8421,0,0.285714286,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70914,2014-70914,700,1,NEG,Open,3,0.038799435,4,6.8421,0,0.285714286,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70941,2014-70941,400,1,NEG,Open,3,-0.068615477,5,6.8421,0,0.285714286,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70914,2014-70914,200,3,NEG,Open,3,0.038799435,4,6.8421,0,0.285714286,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,65558,2014-65558,400,2,NEG,Open,7,0.030355358,6,6.8421,0,0.285714286,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70941,2014-70941,300,2,NEG,Open,3,-0.068615477,5,6.8421,0,0.285714286,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70914,2014-70914,500,2,NEG,Open,3,0.038799435,4,6.8421,0,0.285714286,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,64051,2014-64051,200,1,R,Forested,8,0.030409117,5,6.8421,0,0.333333333,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,64051,2014-64051,200,2,R,Forested,8,0.030409117,5,6.8421,0,0.333333333,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71070,2014-71070,250,1,RIN,Open,2,0.063953146,4,6.8421,0,0.75,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71070,2014-71070,400,4,RIN,Open,2,0.063953146,4,6.8421,0,0.75,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,1361,2014-1361,200,2,RO,Forested,5,-0.049681915,6,6.8421,0,0.276595745,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71938,2014-71938,100,4,RO,Forested,1,0.028413906,6,6.8421,0,0.276595745,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71902,2014-71902,40,3,RO,Forested,1,0.020859891,5,6.8421,0,0.276595745,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,1361,2014-1361,DNL,1,RO,Forested,5,-0.049681915,6,6.8421,0,0.276595745,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71938,2014-71938,200,1,RO,Forested,1,0.028413906,6,6.8421,0,0.276595745,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,69629,2014-69629,10,2,RO,Forested,4,0.085591872,5,6.8421,0,0.276595745,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,1361,2014-1361,130,3,RO,Forested,5,-0.049681915,6,6.8421,0,0.276595745,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71938,2014-71938,150,3,RO,Forested,1,0.028413906,6,6.8421,0,0.276595745,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71948,2014-71948,200,1,RO,Forested,1,0.010162368,6,6.8421,0,0.276595745,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70937,2014-70937,50,1,RO,Forested,3,0.004338861,6,6.8421,0,0.276595745,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,69629,2014-69629,100,1,RO,Forested,4,0.085591872,5,6.8421,0,0.276595745,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71938,2014-71938,150,2,RO,Forested,1,0.028413906,6,6.8421,0,0.276595745,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71910,2014-71910,120,2,RO,Forested,1,-0.142999162,6,6.8421,0,0.276595745,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71948,2014-71948,100,2,RO,Forested,1,0.010162368,6,6.8421,0,0.276595745,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71910,2014-71910,0,1,RO,Forested,1,-0.142999162,6,6.8421,0,0.276595745,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,65548,2014-65548,150,2,RO,Forested,7,0.066370577,6,6.8421,0,0.276595745,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71902,2014-71902,30,1,RO,Forested,1,0.020859891,5,6.8421,0,0.276595745,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71902,2014-71902,50,2,RO,Forested,1,0.020859891,5,6.8421,0,0.276595745,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,65548,2014-65548,DNL,1,RO,Forested,7,0.066370577,6,6.8421,0,0.276595745,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71947,2014-71947,150,2,RO,Forested,1,0.058249809,5,6.8421,0,0.276595745,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71947,2014-71947,50,1,RO,Forested,1,0.058249809,5,6.8421,0,0.276595745,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70937,2014-70937,10,2,RO,Forested,3,0.004338861,6,6.8421,0,0.276595745,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,68219,2014-68219,200,4,SA_SB,Open,5,0.03196669,5,6.8421,0.1,0.555555556,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,68219,2014-68219,200,3,SA_SB,Open,5,0.03196669,5,6.8421,0.1,0.555555556,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,68219,2014-68219,350,1,SA_SB,Open,5,0.03196669,5,6.8421,0.1,0.555555556,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,68219,2014-68219,350,2,SA_SB,Open,5,0.03196669,5,6.8421,0.1,0.555555556,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,65579,2014-65579,10,3,SKA,Forested,7,0.092280473,8,6.8421,0.081081081,0.416666667,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,69716,2014-69716,250,1,SKA,Forested,4,0.06663141,4,6.8421,0.081081081,0.416666667,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70947,2014-70947,200,2,SKA,Forested,3,0.019331765,5,6.8421,0.081081081,0.416666667,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,65579,2014-65579,50,1,SKA,Forested,7,0.092280473,8,6.8421,0.081081081,0.416666667,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,69688,2014-69688,400,2,SKA,Forested,4,-0.005350882,5,6.8421,0.081081081,0.416666667,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70947,2014-70947,100,3,SKA,Forested,3,0.019331765,5,6.8421,0.081081081,0.416666667,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,70947,2014-70947,300,1,SKA,Forested,3,0.019331765,5,6.8421,0.081081081,0.416666667,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,69716,2014-69716,30,3,SKA,Forested,4,0.06663141,4,6.8421,0.081081081,0.416666667,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71926,2014-71926,275,1,SKA,Forested,1,-0.062668134,4,6.8421,0.081081081,0.416666667,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71926,2014-71926,300,2,SKA,Forested,1,-0.062668134,4,6.8421,0.081081081,0.416666667,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71936,2014-71936,200,1,SKA,Forested,1,-0.062592151,5,6.8421,0.081081081,0.416666667,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,65579,2014-65579,30,2,SKA,Forested,7,0.092280473,8,6.8421,0.081081081,0.416666667,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,69688,2014-69688,400,1,SKA,Forested,4,-0.005350882,5,6.8421,0.081081081,0.416666667,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,69716,2014-69716,200,2,SKA,Forested,4,0.06663141,4,6.8421,0.081081081,0.416666667,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,71936,2014-71936,700,2,SKA,Forested,1,-0.062592151,5,6.8421,0.081081081,0.416666667,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,60404,2014-60404,10,2,SKA,Forested,10,0.018539817,5,6.8421,0.081081081,0.416666667,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,60404,2014-60404,0,1,SKA,Forested,10,0.018539817,5,6.8421,0.081081081,0.416666667,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,1351,2014-1351,100,1,SKO,Forested,5,0.093743867,6,6.8421,0,0.392857143,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,1351,2014-1351,50,2,SKO,Forested,5,0.093743867,6,6.8421,0,0.392857143,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,69621,2014-69621,10,2,SKO,Forested,4,0.070381409,5,6.8421,0,0.392857143,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,44096,2014-44096,30,3,SKO,Forested,14,0.070267573,8,6.8421,0,0.392857143,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,44096,2014-44096,10,2,SKO,Forested,14,0.070267573,8,6.8421,0,0.392857143,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,1362,2014-1362,30,1,SKO,Forested,5,0.056351378,6,6.8421,0,0.392857143,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
