Year,Ring,ID_YearBird,FID,FID_nb,Island_ID,Island_type,Breed_exp,Body_condition,ClutchSize,Eagle_index,Ad_pred_risk,Nest_pred_risk,Laying_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,25136,2011-25136,DNL,2,SKO,Forested,11,0.031362589,6,5.2763,0.059701493,0.583333333,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,25136,2011-25136,10,3,SKO,Forested,11,0.031362589,6,5.2763,0.059701493,0.583333333,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60648,2012-60648,100,3,AGR,Open,3,-0.002385135,6,4.9467,0,0.857142857,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60648,2012-60648,200,2,AGR,Open,3,-0.002385135,6,4.9467,0,0.857142857,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,25141,2012-25141,150,2,AGR,Open,12,-0.004022643,2,4.9467,0,0.857142857,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60648,2012-60648,400,1,AGR,Open,3,-0.002385135,6,4.9467,0,0.857142857,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,25141,2012-25141,200,1,AGR,Open,12,-0.004022643,2,4.9467,0,0.857142857,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69722,2012-69722,150,4,ALA,Open,2,-0.000302145,6,4.9467,0,0.75,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69722,2012-69722,50,2,ALA,Open,2,-0.000302145,6,4.9467,0,0.75,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69723,2012-69723,400,2,ALA,Open,2,-0.053405887,5,4.9467,0,0.75,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69723,2012-69723,150,1,ALA,Open,2,-0.053405887,5,4.9467,0,0.75,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69722,2012-69722,150,3,ALA,Open,2,-0.000302145,6,4.9467,0,0.75,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69722,2012-69722,10,1,ALA,Open,2,-0.000302145,6,4.9467,0,0.75,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64021,2012-64021,250,2,AO,Forested,6,0.016385498,4,4.9467,0,0.464285714,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,68215,2012-68215,200,2,AO,Forested,3,0.035080723,5,4.9467,0,0.464285714,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44109,2012-44109,50,2,AO,Forested,15,-0.009791345,4,4.9467,0,0.464285714,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64038,2012-64038,LOT,4,AO,Forested,6,0.042044482,5,4.9467,0,0.464285714,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,66663,2012-66663,150,2,AO,Forested,4,0.074693406,4,4.9467,0,0.464285714,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,35499,2012-35499,50,1,AO,Forested,11,0.048170265,5,4.9467,0,0.464285714,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64038,2012-64038,DNL,5,AO,Forested,6,0.042044482,5,4.9467,0,0.464285714,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44109,2012-44109,50,1,AO,Forested,15,-0.009791345,4,4.9467,0,0.464285714,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64021,2012-64021,150,3,AO,Forested,6,0.016385498,4,4.9467,0,0.464285714,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64038,2012-64038,LOT,3,AO,Forested,6,0.042044482,5,4.9467,0,0.464285714,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,66663,2012-66663,450,4,AO,Forested,4,0.074693406,4,4.9467,0,0.464285714,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,66663,2012-66663,100,1,AO,Forested,4,0.074693406,4,4.9467,0,0.464285714,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64021,2012-64021,200,1,AO,Forested,6,0.016385498,4,4.9467,0,0.464285714,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,68215,2012-68215,300,1,AO,Forested,3,0.035080723,5,4.9467,0,0.464285714,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64038,2012-64038,LOT,2,AO,Forested,6,0.042044482,5,4.9467,0,0.464285714,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,45164,2012-45164,DNL,2,AO,Forested,11,0.114345789,4,4.9467,0,0.464285714,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64038,2012-64038,LOT,1,AO,Forested,6,0.042044482,5,4.9467,0,0.464285714,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,66663,2012-66663,200,5,AO,Forested,4,0.074693406,4,4.9467,0,0.464285714,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,35499,2012-35499,100,2,AO,Forested,11,0.048170265,5,4.9467,0,0.464285714,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,45164,2012-45164,LOT,4,AO,Forested,11,0.114345789,4,4.9467,0,0.464285714,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,45164,2012-45164,DNL,1,AO,Forested,11,0.114345789,4,4.9467,0,0.464285714,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,68215,2012-68215,100,3,AO,Forested,3,0.035080723,5,4.9467,0,0.464285714,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,45164,2012-45164,DNL,3,AO,Forested,11,0.114345789,4,4.9467,0,0.464285714,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,66663,2012-66663,300,3,AO,Forested,4,0.074693406,4,4.9467,0,0.464285714,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,35499,2012-35499,100,3,AO,Forested,11,0.048170265,5,4.9467,0,0.464285714,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70901,2012-70901,400,1,EKW_WKV,Open,1,0.068230841,4,4.9467,0,0.615384615,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70901,2012-70901,1000,2,EKW_WKV,Open,1,0.068230841,4,4.9467,0,0.615384615,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60825,2012-60825,250,1,FSG,Open,7,-0.004522697,6,4.9467,0,0.125,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,65577,2012-65577,200,3,FSG,Open,5,0.119616292,4,4.9467,0,0.125,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,65577,2012-65577,250,2,FSG,Open,5,0.119616292,4,4.9467,0,0.125,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64004,2012-64004,150,1,FSG,Open,6,0.029128168,8,4.9467,0,0.125,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,65577,2012-65577,300,1,FSG,Open,5,0.119616292,4,4.9467,0,0.125,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64004,2012-64004,350,3,FSG,Open,6,0.029128168,8,4.9467,0,0.125,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69643,2012-69643,350,1,FSG,Open,2,-0.043518152,5,4.9467,0,0.125,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70904,2012-70904,550,1,FSG,Open,1,-0.072835571,6,4.9467,0,0.125,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70904,2012-70904,800,2,FSG,Open,1,-0.072835571,6,4.9467,0,0.125,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60825,2012-60825,300,2,FSG,Open,7,-0.004522697,6,4.9467,0,0.125,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69643,2012-69643,500,2,FSG,Open,2,-0.043518152,5,4.9467,0,0.125,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60825,2012-60825,400,3,FSG,Open,7,-0.004522697,6,4.9467,0,0.125,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64004,2012-64004,100,2,FSG,Open,6,0.029128168,8,4.9467,0,0.125,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69623,2012-69623,500,1,FU,Forested,2,0.012593397,2,4.9467,0.038461538,0.583333333,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69623,2012-69623,550,2,FU,Forested,2,0.012593397,2,4.9467,0.038461538,0.583333333,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,68203,2012-68203,DNL,3,FU,Forested,3,0.060528537,3,4.9467,0.038461538,0.583333333,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,58851,2012-58851,LOT,1,FU,Forested,8,0.006618898,4,4.9467,0.038461538,0.583333333,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,58851,2012-58851,LOT,2,FU,Forested,8,0.006618898,4,4.9467,0.038461538,0.583333333,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,68204,2012-68204,200,1,FU,Forested,3,0.041804275,6,4.9467,0.038461538,0.583333333,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69623,2012-69623,300,3,FU,Forested,2,0.012593397,2,4.9467,0.038461538,0.583333333,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,68203,2012-68203,DNL,1,FU,Forested,3,0.060528537,3,4.9467,0.038461538,0.583333333,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,68203,2012-68203,LOT,2,FU,Forested,3,0.060528537,3,4.9467,0.038461538,0.583333333,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,68204,2012-68204,100,3,FU,Forested,3,0.041804275,6,4.9467,0.038461538,0.583333333,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70976,2012-70976,500,3,FU,Forested,1,-0.046392594,6,4.9467,0.038461538,0.583333333,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,66708,2012-66708,400,2,FU,Forested,4,0.106409448,5,4.9467,0.038461538,0.583333333,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,66708,2012-66708,700,1,FU,Forested,4,0.106409448,5,4.9467,0.038461538,0.583333333,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,68204,2012-68204,200,2,FU,Forested,3,0.041804275,6,4.9467,0.038461538,0.583333333,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70976,2012-70976,100,2,FU,Forested,1,-0.046392594,6,4.9467,0.038461538,0.583333333,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70968,2012-70968,200,1,FU,Forested,1,-0.098734931,4,4.9467,0.038461538,0.583333333,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69725,2012-69725,200,1,FU,Forested,2,0.074065153,7,4.9467,0.038461538,0.583333333,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70968,2012-70968,550,2,FU,Forested,1,-0.098734931,4,4.9467,0.038461538,0.583333333,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69725,2012-69725,800,2,FU,Forested,2,0.074065153,7,4.9467,0.038461538,0.583333333,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70976,2012-70976,150,1,FU,Forested,1,-0.046392594,6,4.9467,0.038461538,0.583333333,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64019,2012-64019,100,4,G,Open,6,0.041331366,3,4.9467,0,0.833333333,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64019,2012-64019,50,3,G,Open,6,0.041331366,3,4.9467,0,0.833333333,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64019,2012-64019,200,2,G,Open,6,0.041331366,3,4.9467,0,0.833333333,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64019,2012-64019,100,1,G,Open,6,0.041331366,3,4.9467,0,0.833333333,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64052,2012-64052,10,1,KA,Forested,6,-0.004694328,3,4.9467,0,0.578947368,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69660,2012-69660,100,3,KA,Forested,2,-0.032269561,6,4.9467,0,0.578947368,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70908,2012-70908,50,3,KA,Forested,1,0.008791133,5,4.9467,0,0.578947368,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64052,2012-64052,LOT,2,KA,Forested,6,-0.004694328,3,4.9467,0,0.578947368,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69660,2012-69660,50,2,KA,Forested,2,-0.032269561,6,4.9467,0,0.578947368,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70908,2012-70908,100,1,KA,Forested,1,0.008791133,5,4.9467,0,0.578947368,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69660,2012-69660,100,1,KA,Forested,2,-0.032269561,6,4.9467,0,0.578947368,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60844,2012-60844,100,3,KA,Forested,7,0.174421995,3,4.9467,0,0.578947368,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69697,2012-69697,100,1,KA,Forested,2,0.049529116,5,4.9467,0,0.578947368,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70908,2012-70908,100,4,KA,Forested,1,0.008791133,5,4.9467,0,0.578947368,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70908,2012-70908,250,2,KA,Forested,1,0.008791133,5,4.9467,0,0.578947368,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60844,2012-60844,150,2,KA,Forested,7,0.174421995,3,4.9467,0,0.578947368,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69697,2012-69697,50,3,KA,Forested,2,0.049529116,5,4.9467,0,0.578947368,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60844,2012-60844,40,1,KA,Forested,7,0.174421995,3,4.9467,0,0.578947368,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69697,2012-69697,150,2,KA,Forested,2,0.049529116,5,4.9467,0,0.578947368,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70926,2012-70926,150,2,MAJ,Open,1,0.124622941,4,4.9467,0,0.272727273,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64043,2012-64043,10,4,MAJ,Open,6,0.088139764,4,4.9467,0,0.272727273,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70927,2012-70927,350,1,MAJ,Open,1,-0.076251124,7,4.9467,0,0.272727273,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64043,2012-64043,20,3,MAJ,Open,6,0.088139764,4,4.9467,0,0.272727273,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64043,2012-64043,LOT,1,MAJ,Open,6,0.088139764,4,4.9467,0,0.272727273,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64043,2012-64043,3,2,MAJ,Open,6,0.088139764,4,4.9467,0,0.272727273,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70926,2012-70926,100,3,MAJ,Open,1,0.124622941,4,4.9467,0,0.272727273,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70926,2012-70926,100,1,MAJ,Open,1,0.124622941,4,4.9467,0,0.272727273,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70927,2012-70927,700,3,MAJ,Open,1,-0.076251124,7,4.9467,0,0.272727273,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70927,2012-70927,300,2,MAJ,Open,1,-0.076251124,7,4.9467,0,0.272727273,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,45141,2012-45141,200,2,NEG,Open,13,-0.052195218,4,4.9467,0,0.388888889,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70941,2012-70941,350,1,NEG,Open,1,-0.052885319,4,4.9467,0,0.388888889,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,68213,2012-68213,1500,2,NEG,Open,3,-0.030677391,5,4.9467,0,0.388888889,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70914,2012-70914,300,2,NEG,Open,1,-0.036246316,5,4.9467,0,0.388888889,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,45141,2012-45141,100,1,NEG,Open,13,-0.052195218,4,4.9467,0,0.388888889,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70941,2012-70941,1000,3,NEG,Open,1,-0.052885319,4,4.9467,0,0.388888889,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70914,2012-70914,400,1,NEG,Open,1,-0.036246316,5,4.9467,0,0.388888889,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70941,2012-70941,300,2,NEG,Open,1,-0.052885319,4,4.9467,0,0.388888889,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,68213,2012-68213,500,1,NEG,Open,3,-0.030677391,5,4.9467,0,0.388888889,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70919,2012-70919,1000,3,PAR,Open,1,0.103082364,3,4.9467,0,0.458333333,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44187,2012-44187,400,3,PAR,Open,13,0.015980152,6,4.9467,0,0.458333333,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70919,2012-70919,800,2,PAR,Open,1,0.103082364,3,4.9467,0,0.458333333,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44187,2012-44187,600,1,PAR,Open,13,0.015980152,6,4.9467,0,0.458333333,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44187,2012-44187,400,2,PAR,Open,13,0.015980152,6,4.9467,0,0.458333333,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70919,2012-70919,600,1,PAR,Open,1,0.103082364,3,4.9467,0,0.458333333,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70919,2012-70919,1000,4,PAR,Open,1,0.103082364,3,4.9467,0,0.458333333,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60852,2012-60852,200,3,RG,Open,7,0.110179585,5,4.9467,0,0.25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60852,2012-60852,450,2,RG,Open,7,0.110179585,5,4.9467,0,0.25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60852,2012-60852,550,1,RG,Open,7,0.110179585,5,4.9467,0,0.25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60636,2012-60636,500,2,RG,Open,3,0.115606067,4,4.9467,0,0.25,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60852,2012-60852,350,4,RG,Open,7,0.110179585,5,4.9467,0,0.25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64012,2012-64012,200,3,RG,Open,6,0.134557517,4,4.9467,0,0.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,60636,2012-60636,500,1,RG,Open,3,0.115606067,4,4.9467,0,0.25,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64012,2012-64012,350,1,RG,Open,6,0.134557517,4,4.9467,0,0.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,64012,2012-64012,200,2,RG,Open,6,0.134557517,4,4.9467,0,0.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69647,2012-69647,200,1,RIN,Open,2,0.096148067,3,4.9467,0,0.333333333,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70912,2012-70912,800,3,RIN,Open,1,-0.031369573,4,4.9467,0,0.333333333,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,69647,2012-69647,200,2,RIN,Open,2,0.096148067,3,4.9467,0,0.333333333,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70912,2012-70912,400,1,RIN,Open,1,-0.031369573,4,4.9467,0,0.333333333,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70912,2012-70912,1000,2,RIN,Open,1,-0.031369573,4,4.9467,0,0.333333333,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70938,2012-70938,150,1,RO,Forested,1,0.042865258,5,4.9467,0,0.71875,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,65578,2012-65578,200,2,RO,Forested,5,-0.096013134,6,4.9467,0,0.71875,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70938,2012-70938,150,3,RO,Forested,1,0.042865258,5,4.9467,0,0.71875,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,70938,2012-70938,100,2,RO,Forested,1,0.042865258,5,4.9467,0,0.71875,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,65578,2012-65578,100,1,RO,Forested,5,-0.096013134,6,4.9467,0,0.71875,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
